0.0	0.0	0.0	0.0000000000
0.1	-0.03280753484077461	-0.03067929632501844	0.0021282385
0.2	-0.06286050029503505	-0.05887755039094707	0.0039829499
0.30000000000000004	-0.0857912324748252	-0.08045291807883395	0.0053383144
0.4	-0.0980228541111562	-0.09193052258203935	0.0060923315
0.5	-0.0983278341557163	-0.09215904341031145	0.0061687907
0.6000000000000001	-0.08814622942633094	-0.082501504912867	0.0056447245
0.7000000000000001	-0.07082162086180557	-0.06623014730445927	0.0045914736
0.8	-0.04999537317492015	-0.046803341642599146	0.0031920315
0.9	-0.02737249058412261	-0.02577471128079964	0.0015977793
1.0	0.0	0.0	0.0000000000
Количество итераций: 423
